"","X","ID","Dead","Age","Gender","Race","Class","Major1","Major2","Minor1","Minor2","Position","Profession","Industry","City","State","loc","Nurse","lon","lat"
"164",5099,1746778,0,"28","Female","",2016,"Nursing","","","","Nurse","Nurse","Healthcare/Medical Services","Cambridge","MA","Cambridge, MA",1,-71.1097335,42.3736158
"165",5100,1487671,0,"23","Female","White",2018,"Nursing","","","","Nurse","","Healthcare/Medical Services","Cranston","RI","Cranston, RI",1,-71.4372796,41.7798226
"166",5101,1668628,0,"38","Female","White",2018,"Nursing","","","","Nurse","","Healthcare/Medical Services","Canaan","NH","Canaan, NH",1,-72.0518883,43.6809381
"167",5102,1677287,0,"47","Female","White",2017,"Nursing","","","","Nurse","","Health/Fitness","Auburndale","MA","Auburndale, MA",1,-71.2471097,42.3479782
"168",5103,10030264,0,"65","Female","",1976,"Nursing","","","","Nurse","","Education - Primary/Secondary","Barrington","RI","Barrington, RI",1,-71.308609,41.7406798
"169",5104,10028157,0,"63","Female","",1978,"Nursing","","","","Nurse","","Education - Primary/Secondary","Chestnut Hill","MA","Chestnut Hill, MA",1,-88.2512042,42.9733581
"170",5105,10010097,0,"45","Female","",1960,"Nursing","","","","Nurse","","","Annandale","VA","Annandale, VA",1,-77.1963703,38.8303905
"171",5106,10005472,0,"65","Female","",1975,"Nursing","","","","Nurse","","","Mount Pleasant","SC","Mount Pleasant, SC",1,-79.8284258,32.8323225
"172",5107,10029048,0,"63","Female","",1977,"Nursing","","","","Nurse","","","Rockland","MA","Rockland, MA",1,-70.9161551,42.1306563
"173",5108,10038109,0,"61","Female","",1979,"Nursing","","","","Nurse","","","Stoughton","MA","Stoughton, MA",1,-71.1092012,42.1229099
"174",5109,10047256,0,"60","Female","",1981,"Nursing","","","","Nurse","","","Storrs Mansfield","CT","Storrs Mansfield, CT",1,-72.2495231,41.8084314
"175",5110,10049281,0,"59","Female","",1981,"Nursing","","","","Nurse","","","Coventry","CT","Coventry, CT",1,-72.3393021,41.78468
"176",5111,10051424,0,"60","Female","White",1981,"Nursing","","","","Nurse","","","Redwood City","CA","Redwood City, CA",1,-122.2363548,37.4852152
"177",5112,10051637,0,"58","Female","",1982,"Nursing","","","","Nurse","","","Cumberland","RI","Cumberland, RI",1,-71.4061876,41.9721816
"178",5113,10048057,0,"57","Female","",1983,"Nursing","","","","Nurse","","","Natick","MA","Natick, MA",1,-71.3468091,42.2775281
"179",5114,10050210,0,"55","Female","",1985,"Nursing","","","","Nurse","","","Walpole","MA","Walpole, MA",1,-71.2495096,42.1417442
"180",5115,10050755,0,"55","Female","",1985,"Nursing","","","","Nurse","","","Foxborough","MA","Foxborough, MA",1,-71.2478251,42.0653812
"181",5116,10050993,0,"55","Female","",1985,"Nursing","","","","Nurse","","","Lynn","MA","Lynn, MA",1,-70.9494938,42.466763
"182",5117,10047521,0,"53","Female","",1987,"Nursing","","","","Nurse","","","Stoughton","MA","Stoughton, MA",1,-71.1092012,42.1229099
"183",5118,10062526,0,"","Female","",1987,"Nursing","","","","Nurse","","","West Roxbury","MA","West Roxbury, MA",1,-71.1626756,42.2797554
"184",5119,10049853,0,"52","Female","",1988,"Nursing","","","","Nurse","","","Green Harbor","MA","Green Harbor, MA",1,-70.6627845,42.0766342
"185",5120,10048088,0,"52","Female","White",1989,"Nursing","","","","Nurse","","","Libertyville","IL","Libertyville, IL",1,-87.9531303,42.2830786
"186",5121,10049232,0,"51","Female","White",1989,"Nursing","","","","Nurse","","","Randolph","MA","Randolph, MA",1,-71.042551,42.1619739
"187",5122,21448,0,"53","Female","White",1990,"Human Services","","","","Nurse","","","South Yarmouth","MA","South Yarmouth, MA",1,-70.1847413,41.6667779
"188",5123,136226,0,"64","Female","White",1990,"Nursing","","","","Nurse","","","Newburyport","MA","Newburyport, MA",1,-70.8772751,42.8125913
"189",5124,10056985,0,"50","Female","White",1990,"Nursing","","","","Nurse","","","Branford","CT","Branford, CT",1,-72.8141185,41.2799027
"190",5125,119153,0,"48","Female","White",1992,"Nursing","","","","Nurse","","","FPO","AE","FPO, AE",1,-95.712891,37.09024
"191",5126,217,0,"47","Female","Latino/a or Hispanic",1995,"Nursing","","","","Nurse","","","Key Biscayne","FL","Key Biscayne, FL",1,-80.1628248,25.693713
"192",5127,202860,0,"45","Female","White",1995,"Nursing","","","","Nurse","","","Watertown","MA","Watertown, MA",1,-71.1828321,42.3709299
"193",5128,291888,0,"42","Female","White",1998,"Nursing","Spanish","Sociology","","Nurse","","","Nashua","NH","Nashua, NH",1,-71.467566,42.7653662
"194",5129,332879,0,"41","Female","White",1999,"Nursing","","","","Nurse","","","Reading","MA","Reading, MA",1,-71.0952891,42.5256563
"195",5130,412232,0,"46","Female","White",1999,"Nursing","","","","Nurse","","","Reading","MA","Reading, MA",1,-71.0952891,42.5256563
"196",5131,429053,0,"48","Female","White",1999,"Nursing","","","","Nurse","","","Bethesda","MD","Bethesda, MD",1,-77.0947092,38.984652
"197",5132,223315,0,"45","Female","Latino/a or Hispanic",2000,"Nursing","","","","Nurse","","","Los Angeles","CA","Los Angeles, CA",1,-118.2436849,34.0522342
"198",5133,390615,0,"40","Female","White",2000,"Communications","","","","Nurse","","","Holden","MA","Holden, MA",1,-71.8634062,42.3517585
"199",5134,401781,0,"40","Female","White",2001,"Nursing","","","","Nurse","","","North Easton","MA","North Easton, MA",1,-71.1045482,42.066662
"200",5135,427008,0,"39","Female","White",2001,"Nursing","","","","Nurse","","","Wellesley Hills","MA","Wellesley Hills, MA",1,-71.2786677,42.3084301
"201",5136,459083,0,"45","Female","White",2001,"Nursing","","","","Nurse","","","Golden","CO","Golden, CO",1,-105.2210997,39.755543
"202",5137,465388,0,"38","Female","Black or African American",2002,"Nursing","","","","Nurse","","","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"203",5138,497655,0,"38","Female","White",2003,"Nursing","","","","Nurse","","","Wrentham","MA","Wrentham, MA",1,-71.3281114,42.0667652
"204",5139,584834,0,"37","Female","White",2003,"Nursing","","","","Nurse","","","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"205",5140,527716,0,"37","Female","White",2004,"Nursing","","","","Nurse","","","San Diego","CA","San Diego, CA",1,-117.1610838,32.715738
"206",5141,584695,0,"48","Female","Latino/a or Hispanic",2005,"Nursing","","","","Nurse","","","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"207",5142,699748,0,"41","Female","White",2005,"Nursing","","","","Nurse","","","Danvers","MA","Danvers, MA",1,-70.932122,42.5750009
"208",5143,943785,0,"38","Female","White",2006,"Nursing","","","","Nurse","","","Duxbury","MA","Duxbury, MA",1,-70.6722767,42.0417525
"209",5144,1319696,0,"28","Female","",2013,"Nursing","","","","Nurse","","","West Palm Beach","FL","West Palm Beach, FL",1,-80.0533746,26.7153424
"210",5145,1677450,0,"24","Female","White",2018,"Nursing","","Psychology","","Nurse","","","Sandwich","MA","Sandwich, MA",1,-70.4939317,41.7589615
"211",5146,10058129,0,"60","Female","",1980,"Nursing","","","","Nurse - Midwife","","","Tolland","CT","Tolland, CT",1,-72.3686931,41.8714865
"212",5147,10033479,0,"47","Female","",1964,"Nursing","","","","Nurse - Pediatric","","","West Roxbury","MA","West Roxbury, MA",1,-71.1626756,42.2797554
"213",5148,1460823,0,"31","Female","White",2013,"Nursing","","","","Nurse Anesthesia Student","","Healthcare/Medical Services","Washington","DC","Washington, DC",1,-77.0368707,38.9071923
"214",5149,10032365,0,"65","Female","Black or African American",1975,"Biology","","","","Nurse Anesthetist/Dentist","","","Bronx","NY","Bronx, NY",1,-73.8648268,40.8447819
"215",5150,779280,0,"46","Female","White",2005,"Nursing","","","","Nurse Care Manager","","Healthcare/Medical Services","Dedham","MA","Dedham, MA",1,-71.1676536,42.2436085
"216",5151,10012492,0,"","Female","",1978,"Nursing","","","","Nurse Care Manager","","","West Bridgewater","MA","West Bridgewater, MA",1,-71.0078215,42.0189894
"217",5152,1473852,0,"34","Female","White",2014,"Nursing","","","","Nurse Case Manager","","Healthcare/Medical Services","Wakefield","MA","Wakefield, MA",1,-71.0723391,42.5039395
"218",5153,1145649,0,"29","Female","White",2011,"Nursing","","Biology","","Nurse Case Manager","","Health/Fitness","Watertown","MA","Watertown, MA",1,-71.1828321,42.3709299
"219",5154,10005533,0,"66","Female","Black or African American",1975,"Nursing","Sociology","","","Nurse Case Manager","","","Ellicott City","MD","Ellicott City, MD",1,-76.7983067,39.2673283
"220",5155,572478,0,"35","Female","White",2007,"Nursing","","","","Nurse Case Manager","","","Bridgewater","MA","Bridgewater, MA",1,-70.9750541,41.9903519
"221",5156,703597,0,"35","Female","White",2006,"Nursing","","","","Nurse Case Manager, Home Care","","Insurance - Medical","North Reading","MA","North Reading, MA",1,-71.0786653,42.5750939
"222",5157,10031644,0,"50","Female","",1972,"Nursing","","","","Nurse Case Manager/Retired","","","Saint George","UT","Saint George, UT",1,-113.5684164,37.0965278
"223",5158,457434,0,"39","Female","White",2002,"Biopsychology","","Nutrition","","Nurse Clinician, Neonatal Intensive Care Unit","Nurse","Healthcare/Medical Services","Baltimore","MD","Baltimore, MD",1,-76.6121893,39.2903848
"224",5159,952860,0,"44","Female","White",2009,"Nursing","","","","Nurse Coordinator","","Healthcare/Medical Services","Oakland","CA","Oakland, CA",1,-122.2711137,37.8043637
"225",5160,116328,0,"65","Female","White",1995,"Nursing","","","","Nurse Coordinator","","Education - Higher","Mansfield","MA","Mansfield, MA",1,-71.2190578,42.0334565
"226",5161,10051067,0,"54","Female","",1987,"Nursing","","","","Nurse Educator","","","South Dartmouth","MA","South Dartmouth, MA",1,-70.9431633,41.591251
"227",5162,339144,0,"47","Female","White",1998,"Nursing","","","","Nurse Educator","","","Braintree","MA","Braintree, MA",1,-71.0040013,42.2079017
"228",5163,10048873,0,"55","Female","White",1985,"Nursing","","","","Nurse Educator, Children's Medical Center","Nurse","Healthcare/Medical Services","Dracut","MA","Dracut, MA",1,-71.3020052,42.6703687
"229",5164,10021870,0,"49","Female","",1970,"Nursing","","","","Nurse Educator/Rn/ Community Advocate Ret","","","Titusville","FL","Titusville, FL",1,-80.8075537,28.6122187
"230",5165,1254196,0,"45","Female","White",2010,"Nursing","","","","Nurse ICU","","Healthcare/Medical Services","Chelmsford","MA","Chelmsford, MA",1,-71.3672838,42.5998139
"231",5166,280610,0,"57","Female","",1998,"Nursing","","","","Nurse Manager","Nurse","Healthcare/Medical Services","Westford","MA","Westford, MA",1,-71.4378411,42.5792583
"232",5167,10050077,0,"60","Female","White",1981,"Nursing","","","","Nurse Manager","","","Medway","MA","Medway, MA",1,-71.3967256,42.1417641
"233",5168,10053931,0,"59","Female","",1982,"Nursing","","","","Nurse Manager","","","Princeton","NJ","Princeton, NJ",1,-74.6672226,40.3572976
"234",5169,104473,0,"56","Female","",1987,"Nursing","","","","Nurse Manager","","","Lowell","MA","Lowell, MA",1,-71.3161718,42.6334247
"235",5170,112087,0,"56","Female","White",1991,"Nursing","","","","Nurse Manager","","","Upton","MA","Upton, MA",1,-71.6022583,42.1744878
"236",5171,226801,0,"52","Female","White",1995,"Nursing","","","","Nurse Manager","","","Dunstable","MA","Dunstable, MA",1,-71.4828433,42.6750898
"237",5172,214089,0,"44","Female","White",1997,"Nursing","","","","Nurse Manager","","","Marlborough","MA","Marlborough, MA",1,-71.5522874,42.3459271
"238",5173,690783,0,"35","Female","White",2006,"Nursing","","","","Nurse Manager","","","Newton","MA","Newton, MA",1,-71.2092214,42.3370413
"239",5174,10000831,0,"65","Female","",1977,"Nursing","","","","Nurse Manager, Emergency Deptartment","","","Sebring","FL","Sebring, FL",1,-81.440907,27.495592
"240",5175,10012145,0,"","Female","White",1975,"Psychology","","","","Nurse Manager, Oncology","","","Plymouth","MA","Plymouth, MA",1,-70.6672621,41.9584457
"241",5176,122150,0,"60","Female","",1990,"Nursing","","","","Nurse Manager, St. Francis House Clinic","","","Hyde Park","MA","Hyde Park, MA",1,-71.1240559,42.2565289
"242",5177,10022195,0,"","Female","",1977,"Nursing","","","","Nurse Manager/Admitting Nurse Administrator","","","Woburn","MA","Woburn, MA",1,-71.1522765,42.4792618
"243",5178,108273,0,"66","Female","White",1989,"Nursing","","","","Nurse Manager/RN","","","Hampton","NH","Hampton, NH",1,-70.8389219,42.9375932
"244",5179,373685,0,"53","Female","White",1998,"Nursing","","","","Nurse Midwife","","","Cambridge","MA","Cambridge, MA",1,-71.1097335,42.3736158
"245",5180,10061965,0,"55","Female","",1987,"Human Services","Nursing","","","Nurse Midwife/Nurse Practitioner","","","Tolland","CT","Tolland, CT",1,-72.3686931,41.8714865
"246",5181,949740,0,"32","Female","White",2008,"Nursing","","","","Nurse Navigator","","Healthcare/Medical Services","Wilmington","MA","Wilmington, MA",1,-71.1724467,42.5481714
"247",5182,189007,0,"46","Female","",1995,"Nursing","Sociology","","","Nurse Operating","","","Edison","NJ","Edison, NJ",1,-74.4120953,40.5187154
"248",5183,10049769,0,"55","Female","",1985,"Nursing","","","","Nurse Paralegal","","","Rochester","NY","Rochester, NY",1,-77.6088465,43.1565779
"249",5184,10045308,0,"63","Female","",1977,"Nursing","","","","Nurse Prac in Psychiatry & Program Coordinator","","","Niskayuna","NY","Niskayuna, NY",1,-73.8914407,42.8000049
"250",5185,10049225,0,"55","Female","White",1985,"Nursing","","","","Nurse Practioner","","","Jamaica Plain","MA","Jamaica Plain, MA",1,-71.1151431,42.3097365
"251",5186,10052905,0,"51","Female","White",1989,"Nursing","","","","Nurse Practition","","","Waltham","MA","Waltham, MA",1,-71.2356113,42.3764852
"252",5187,10022924,0,"69","Female","White",1972,"OPEN Program","","","","Nurse Practitioner","","Healthcare/Medical Services","Framingham","MA","Framingham, MA",1,-71.4161565,42.279286
"253",5188,10006836,0,"63","Female","",1978,"Nursing","","","","Nurse Practitioner","","Healthcare/Medical Services","Lyme","NH","Lyme, NH",1,-72.1559219,43.8095142
"254",5189,10050895,0,"56","Female","",1985,"Nursing","","","","Nurse Practitioner","Nurse","Healthcare/Medical Services","Plano","TX","Plano, TX",1,-96.6988856,33.0198431
"255",5190,10048939,0,"54","Female","",1986,"Nursing","","","","Nurse Practitioner","","Healthcare/Medical Services","Westwood","MA","Westwood, MA",1,-71.2244987,42.2139873
"256",5192,10051249,0,"53","Female","",1988,"Nursing","","","","Nurse Practitioner","","Healthcare/Medical Services","Arlington","MA","Arlington, MA",1,-71.1564729,42.4153925
"257",5193,170002,0,"46","Female","White",1995,"Nursing","","","","Nurse Practitioner","","Healthcare/Medical Services","Mansfield","MA","Mansfield, MA",1,-71.2190578,42.0334565
"258",5194,346961,0,"41","Female","White",1999,"Physical Therapy","","Sociology","","Nurse Practitioner","","Healthcare/Medical Services","North Providence","RI","North Providence, RI",1,-71.4676639,41.8535518
"259",5195,558969,0,"52","Female","White",2005,"Nursing","","","","Nurse Practitioner","Nurse","Healthcare/Medical Services","Portland","ME","Portland, ME",1,-70.2568189,43.6590993
"260",5196,588310,0,"36","Female","White",2005,"Nursing","","","","Nurse Practitioner","Nurse","Healthcare/Medical Services","Newton Center","MA","Newton Center, MA",1,-71.1948255,42.3300503
"261",5197,436213,0,"37","Female","White",2006,"Nursing","","","","Nurse Practitioner","","Healthcare/Medical Services","North Providence","RI","North Providence, RI",1,-71.4676639,41.8535518
"262",5198,499594,0,"38","Female","White",2006,"Nursing","","","","Nurse Practitioner","","Healthcare/Medical Services","Braintree","MA","Braintree, MA",1,-71.0040013,42.2079017
"263",5199,589390,0,"39","Female","White",2006,"Nursing","Psychology","","","Nurse Practitioner","","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"264",5200,800998,0,"35","Female","White",2006,"Nursing","","Biology","","Nurse Practitioner","","Healthcare/Medical Services","Norwood","MA","Norwood, MA",1,-71.1989695,42.1943909
"265",5201,818339,0,"39","Female","White",2006,"Nursing","","","","Nurse Practitioner","","Healthcare/Medical Services","Bedford","NH","Bedford, NH",1,-71.5132008,42.9463291
"266",5202,678680,0,"33","Female","White",2007,"Nursing","","","","Nurse Practitioner","Nurse","Healthcare/Medical Services","Gray","ME","Gray, ME",1,-70.3317195,43.885632
"267",5203,1040070,0,"32","Female","White",2009,"Nursing","","","","Nurse Practitioner","","Healthcare/Medical Services","Waltham","MA","Waltham, MA",1,-71.2356113,42.3764852
"268",5204,1156745,0,"56","Female","White",2009,"Nursing","","","","Nurse Practitioner","","Healthcare/Medical Services","Sebastopol","CA","Sebastopol, CA",1,-122.8238806,38.4021359
"269",5205,1142300,0,"30","Female","White",2010,"Nursing","","","","Nurse Practitioner","","Healthcare/Medical Services","Watertown","MA","Watertown, MA",1,-71.1828321,42.3709299
"270",5206,1274103,0,"29","Female","White",2012,"","","","","Nurse Practitioner","","Healthcare/Medical Services","Brookline","MA","Brookline, MA",1,-71.1211635,42.3317642
