ID,Dead, Age ,Gender,Race,Class,Major1,Major2,Minor1,Minor2,Position,Profession,Industry,City,State
10023011,,49,Female,,1971,Sociology,,,,Administrative Director,,,Bethesda,MD
10016501,,61,Female,White,1979,Nutrition,,,,"Administrative Director, Department of Pain Medici",,,New York,NY
10053247,,59,Female,White,1982,Communications,,,,"Administrative Director, Tisch School of the Arts",,Education - Higher,New York,NY
10007391,,49,Female,,1972,Economics,Spanish,,,Administrative Law Judge,,,Woodbury,NY
10028359,,63,Female,,1977,Nursing,,,,Administrative Manager,,Healthcare/Medical Services,Franklin,MA
10055723,,58,Female,White,1983,Communications,,,,Administrative Manager,,Healthcare/Medical Services,Chestnut Hill,MA
501979,,47,Female,Latino/a or Hispanic,2002,English,,,,Administrative Manager,,Education - Higher,Dallas,TX
1024796,,31,Female,White,2009,Political Science,,,,Administrative Manager,,,Somerville,MA
392670,,40,Female,White,2001,Psychology,,Biology,,Administrative Officer,,Government - Federal,W Greenwich,RI
10023978,,65,Female,White,1975,English,,,,Administrative Officer/Assistant VP,,,Oakland,CA
237721,,44,Female,White,1997,Biology,,,,Administrative Sales Manager,,,East Boston,MA
331336,,41,Female,Black or African American,1999,Economics,,Mathematics,,Administrative Supervisor,,Government - State/Local,Locust Grove,GA
1318989,,28,Female,White,2012,Exercise Science,,,,Administrative/ Research Assistant,Office Support Specialist,Healthcare/Medical Services,Plymouth,MA
298096,,65,Female,,1998,Nursing,,,,Administrator,,Education - Primary/Secondary,Framingham,MA
18748,,50,Female,White,1993,Advertising,,,,Administrator,,Business Consulting Services,Warren,ME
10031267,,47,Female,,1966,Social Science,,,,Administrator,,,Andover,MA
10007693,,48,Female,White,1969,Business Administration,,,,Administrator,,,West Stewartstown,NH
10037088,,48,Female,,1969,English,,,,Administrator,,,Lincoln,MA
10003406,,61,Female,White,1979,Retail Management,,,,Administrator,,,West Roxbury,MA
10032755,,62,Female,,1980,Communications,,,,Administrator,,,Jamaica Plain,MA
10051699,,60,Female,,1980,Advertising,Education,,,Administrator,,,Glastonbury,CT
10056274,,56,Female,White,1984,Sociology,,,,Administrator,,,Wellesley,MA
10061974,,54,Female,White,1987,Nursing,Sociology,,,Administrator,,,Carmel,IN
10051596,,52,Female,,1988,Management,,,,Administrator,,,Barrington,RI
10052150,,52,Female,White,1989,Physical Therapy,,,,Administrator,,,Portland,ME
144979,,51,Female,White,1990,Health Science and Physical Therapy,,,,Administrator,,,Cheshire,CT
20871,,50,Female,White,1991,Accounting,,,,Administrator,,,Oakham,MA
122645,,49,Female,White,1992,Afro-American Studies,Sociology,,,Administrator,,,Belmont,MA
169016,,50,Female,White,1992,Psychology,,,,Administrator,,,Barrington,RI
143487,,48,Female,White,1993,Early Childhood Education,,,,Administrator,,,New Hyde Park,NY
1204337,,29,Female,White,2011,Communications,,Leadership,,Administrator for Residency and Fellowship Program,,Education - Higher,Gainesville,FL
10025016,,48,Female,,1969,Business Administration,,,,Administrator of Health Insurance,,,North Reading,MA
10047206,,67,Female,,1984,Nursing,,,,"Administrator, Adult Day Out Program",,,Tenants Harbor,ME
787398,,33,Female,White,2008,Spanish,,,,"Administrator, Integrated Care Organization",,Healthcare/Medical Services,Providence,RI
10062557,,65,Female,White,1987,Nursing,,,,"Administrator, Small Business Owner",,Healthcare/Medical Services,Groton,MA
10053565,,53,Female,,1988,Political Science,,,,Administrator/Homemaker,,,Delmar,NY
505181,,58,Female,Black or African American,2005,Management,,,,Admins. Asst.,,Healthcare/Medical Services,Dorchester,MA
1148285,,31,Female,White,2010,International Relations,,,,Adminstrative Assistant,,International Affairs,Manassas,VA
972225,,32,Female,White,2011,Music,,Communications,,Admission Counselor,,Education - Higher,Seabrook,NH
498147,,38,Female,White,2003,Financial Math,,Statistics,,Admission Evaluator,,Education - Higher,Indianpolis,IN
1550515,,23,Female,Asian,2017,Business and Management,Marketing,,,Admissions,,Education - Higher,Randolph,MA
310062,,42,Female,Black or African American,1998,Afro-American Studies,Sociology/Spanish,,,Admissions Counselor,,,Stoughton,MA
10024429,,63,Female,,1977,Nursing,,,,Admissions Director,,,Sharon,MA
10030899,,75,Female,White,1965,Nursing,,,,Admissions Nurse,Nurse,Healthcare/Medical Services,Andover,MA
10018772,,46,Female,,1962,Psychology,,,,Admissions Officer,,,Rochester,NY
984457,,30,Female,White,2010,History,,,,"Admissions Officer, School of Social Work",,Education - Higher,Acushnet,MA
10048575,,59,Female,,1981,Nursing,,,,Admitting Director,,,Centerville,MA
10055603,,51,Female,White,1990,French,International Business,,,Admitting Representative,,Healthcare/Medical Services,Falmouth,ME
119639,,49,Female,White,1991,Management,Psychology,,,Adolescent Psychotherapist,,,Gardner,MA
115066,,48,Female,White,1993,Psychology,,,,Adoption Caseworker,,,Surprise,AZ
1336220,,27,Female,,2013,Nursing,,,,Adult In-Patient Psychiatry Unit,,Healthcare/Medical Services,Jamaica Plain,MA
10052279,,55,Female,,1985,Nutrition,,,,Adult Liver Transplant Dietician,,,La Jolla,CA
10047850,,59,Female,White,1981,Nursing,,,,Adult Nurse Practioner,,,New York,NY
10089639,,47,Female,Asian,1995,Biology,,,,Adult Nurse Practitioner,Nurse,Healthcare/Medical Services,Lakeville,MA
10020346,,64,Female,,1976,Nursing,,,,Adult Nurse Practitioner,,,Medfield,MA
10057459,,,Female,,1980,Management,Sociology,,,"Adult Nurse Practitioner, EU Hospital",,,Hampton,GA
10041495,,45,Female,White,1960,Nursing,,,,Advanced Practice Nurse,,,Pittsford,NY
107054,,57,Female,White,1989,American Studies,,,,Advancement Associate,,Education - Primary/Secondary,Whippany,NJ
174036,,46,Female,White,1994,Communications,,,,Advancement Coordinator,,,Delray Beach,FL
10026039,,,Female,,1979,Communications,,,,Advertising,,,Weston,CT
10050558,,58,Female,,1982,Finance,Management,,,Advertising,,,Arlington,MA
10052049,,58,Female,,1982,Management,,,,Advertising,,,Sharon,CT
791912,,34,Female,White,2007,English,,,,Advertising Accounts Manager,,Advertising/Public Relations/Marketing,Pavas,
10021008,,69,Female,,1971,Communications,,,,Advertising Consultant,,Advertising/Public Relations/Marketing,Hanover,MA
10029657,,46,Female,,1963,Communications,,,,Advertising Copywriter,,,Sharon,MA
10055121,,55,Female,,1985,Management,,,,Advertising Officer,,,Natick,MA
10047535,,51,Female,White,1989,Advertising,,,,Advertising Project Manager,,,Tampa,FL
10052785,,52,Female,,1988,English,Management,,,Advertising Sales Representative,,,Wyckoff,NJ
10000799,,49,Female,,1971,Mathematics,,,,Advisor,,,Boston,MA
593243,,35,Female,,2005,Public Relations and Marketing,,,,Advisor for General Assembly,,Government - Federal,New York,NY
10041043,,64,Female,,1977,Economics,,,,Advisor Tips on Trips and Camps,,Consumer Product,Gladwyne,PA
424237,,39,Female,White,2001,Communications,,Graphic Design,,"Advisor, Commodity Management",,Technology,Winchester,MA
1484263,,25,Female,Asian,2015,Economics and Mathematics,,,,Advisory Consultant,,Computers - System Design/Services,Franklin,MA
10018429,,64,Female,,1976,Finance,Management,,,Advisory Partner,,Telecom,Phoenix,AZ
10001156,,,Female,,1977,Art History,,,,Advt Agency Supervisor,,,Bridgeport,CT
99101,,62,Female,,1988,American Studies,English,,,Aerobics Instructor/Greeting Card Owner,,,Duxbury,MA
275913,,46,Female,White,1995,Psychology,,,,Aesthetician,,,Stoughton,MA
1343271,,31,Female,White,2011,Communications,,,,Agency Account Manager,,Computers - Internet/Web Services,Stamford,CT
1144278,,30,Female,White,2011,English,,Leadership,,Agency Training Coordinator,,Non-Profit,Greenfield,MA
10013036,,,Female,,1975,English,,,,Agent,Real Estate Broker,Real Estate/Property Management,East Sandwich,MA
10047801,,56,Female,,1984,Nutrition,,,,Agent,,Real Estate/Property Management,Attleboro,MA
508483,,37,Female,,2004,Management,,French,,Air Ocean Import Coordinator,,,Izmir,
10079683,,51,Female,White,1990,Public Relations,,,,Airport Business Manager,,,East Boston,MA
1463380,,26,Female,White,2014,Business and Management,,,,Allocation Analyst,,Retail - General,Somerville,MA
794541,,35,Female,Multi-Racial,2006,Communications,,,,Allocator,,,New York,NY
711719,,49,Female,,1971,English,,,,Alternative Education Teacher,,,Westford,MA
457291,,37,Female,,2003,Society and Health,Sociology,,,Alumni Affairs,,Education - Higher,New Milford,NJ
10052722,,53,Female,White,1989,International Relations,Political Science,,,Alumni Coordinator,,,Phoenix,AZ
490920,,41,Female,,2001,Arts Administration,,,,Alumni Officer,,,"Jeddah, 21478",
1476328,,24,Female,White,2016,Business and Management,,,,Alumni Relations and Career Services Coordinator,,Education - Higher,Allston,MA
92285,,56,Female,White,1991,Nutrition,,,,Ambulatory Dietician,,,North Andover,MA
1212408,,29,Female,Asian,2011,Art,,East Asian Studies,,AmeriCorps VISTA,,,Bath,ME
637409,,40,Female,White,2005,English,,Psychology,,Americorps/Public Allies,,,West Haven,CT
313347,,44,Female,White,1996,Retail Management,,,,AMR Region Graphics Manager,,,Quincy,MA
352521,,42,Female,White,2000,Finance,,Economics,,Analyst,,Financial Services - Investments,Scituate,MA
948537,,32,Female,White,2008,Economics,,,,Analyst,,Financial Services - Investments,Boston,MA
958015,,33,Female,Asian,2008,Economics,,,,Analyst,,Financial Services - Investments,Whittier,CA
1477054,,25,Female,White,2016,Economics,,International Relations,Public Policy Studies,Analyst,,Financial Services - Accounting,Somerville,MA
20478,,49,Female,White,1991,Mathematics,,,,Analyst,,Education - Primary/Secondary,Millbury,MA
10052269,,56,Female,,1984,Management,,,,Analyst,,Banking,Jacksonville,FL
10024581,,46,Female,,1963,Mathematics,,,,Analyst,,,Melrose,MA
10047677,,55,Female,,1986,Mathematics,,,,Analyst,,,Chestnut Hill,MA
10051247,,50,Female,White,1990,Economics,,,,Analyst,,,North Easton,MA
195547,,46,Female,White,1995,Marketing,,,,Analyst,,,Westbrook,CT
189175,,46,Female,Asian,1996,Nutrition,,,,Analyst,,,North Salem,NY
245656,,43,Female,White,1997,Retail Management,,,,Analyst,,,Locust Grove,GA
397829,,40,Female,Asian,2000,Human Services and Philosophy,Sociology,,,Analyst,,,Canton,MA
415981,,39,Female,Latino/a or Hispanic,2001,Computer Science,History,,,Analyst,,,Abington,MA
501187,,39,Female,Black or African American,2003,Economics,Financial Math,Marketing,,Analyst,,,Irving,TX
1548222,,23,Female,White,2017,Financial Math,,Spanish,,Analyst,,,Chicago,IL
778212,,32,Female,White,2008,Economics,,,,"Analyst, Department of Transportation",,Government - Federal,Concord,NH
10023548,,48,Female,,1969,Social Science,,,,Analytic Modeler,,,Palm Beach Gardens,FL
748630,,33,Female,Asian,2007,Biochemistry,,,,Analytical Chemist,,Pharmaceutical/Biotechnology,Quincy,MA
1466162,,26,Female,Asian,2015,Chemistry,,,,Analytical Chemist,,Chemical Manufacturing,Burlington,MA
10057401,,60,Female,,1980,Communications,,,,Anchor/Senior Producer,,,Arlington,MA
971768,,39,Female,White,2007,Biopsychology,,,,Animal Behavior Coordinator,,,Honolulu,HI
10042791,,61,Female,White,1979,Economics,Mathematics,,,Animal Reiki Master Practitioner,,,North Andover,MA
212445,,44,Female,White,1996,Economics,Political Science,,,Annual Campaign Director,,,Braintree,MA
465739,,38,Female,White,2003,Public Relations and Marketing,,Economics,,Annual Fund Officer,,Education - Higher,Brookfield,CT
455510,,39,Female,White,2002,Political Science,,,,Annual Giving,,,Miami,FL
468495,,38,Female,White,2003,Art,Public Relations and Marketing,Graphic Design,,Annual Giving Coordinator,,Non-Profit,Portland,OR
10018922,,46,Female,,1963,Retail Management,,,,Antique Dealer,,,Marshfield,MA
10062522,,,Female,White,1986,International Relations,,,,Antique Dealer,,,Brookline,MA
10053408,,55,Female,,1986,Art and Music,,,,Antique Jewelry Consultant,,,Weston,CT
143170,,48,Female,White,1993,Retail Management,,,,Antiques Dealer/Shop Owner,,,Plymouth,MA
300724,,42,Female,Asian,1998,Nursing,,Psychology,,Application Analyst,,Insurance - Medical,Tallahassee,FL
1216531,,30,Female,Asian,2011,Communications,,Information Technology,Political Science,Application Developer,,Computers - General,San Diego,CA
505256,,40,Female,Asian,2001,Computer Science,,Mathematics,,Application Support Advisor,,,Vancouver,BC
10031590,,63,Female,Black or African American,1977,Management,,,,Applications Analyst,,,Chapel Hill,NC
1155507,,30,Female,White,2010,International Relations,,,,Applications Specialist,,Computers - System Design/Services,Quincy,MA
441472,,39,Female,White,2002,Physical Therapy,,,,Applications Systems Analyst,,Healthcare/Medical Services,Lebanon,NH
10013804,,49,Female,,1972,Economics,Mathematics,,,Appraiser,,,Brookline,MA
10015032,,49,Female,,1972,Education,,,,Appraiser,,,Akron,OH
10067495,,47,Female,White,1993,Nursing,,,,APRN,,,Burlington,CT
10052484,,53,Female,,1988,Nursing,,,,APRN/Pediatric Urology,,,West Hartford,CT
988436,,31,Female,Latino/a or Hispanic,2009,Biopsychology,,,,Aquatics Manager,,Arts/Entertainment/Recreation,Cary,NC
1153593,,31,Female,White,2010,Communications,International Relations,,,Aquatics Supervisor,,Non-Profit,Ayer,MA
10008766,,76,Female,,1965,Social Science,,,,Archdeacon,Clergy,Religious,Keyport,NJ
10045774,,46,Female,,1963,Government,,,,Architect,,,Brooklyn,NY
10029758,,66,Female,,1974,Art and Music,,,,Architect,,,Sherman Oaks,CA
127021,,47,Female,White,1993,Communications,Graphic Design,,,Architect,,,Houston,TX
10019412,,,Female,,1970,Retail Management,,,,Architectural Specification Sales,,Chemical Manufacturing,New York,NY
10051662,,51,Female,White,1989,English,,,,Archives Assistant,,,New York,NY
1211814,,29,Female,White,2011,History,,East Asian Studies,,Archivist,,Computers - System Design/Services,Dorchester,MA
10049921,,56,Female,White,1985,International Relations,,,,Archivist,,,Arlington,MA
10056066,,52,Female,,1988,International Business,,,,Area Business Manager,,,Winter Garden,FL
416178,,40,Female,White,2001,Psychology,Sociology,,,"Area Coordinator, Office of Residential Life",,Education - Higher,Burlington,VT
10050949,,60,Female,,1985,Retail Management,,,,Area Manager,,,Shrewsbury,MA
10030835,,47,Female,,1966,Retail Management,,,,Area Manager Business Operations,,,Wheaton,IL
10050042,,51,Female,White,1989,Human Services,Sociology,,,Area Program Manager,,Government - State/Local,Roxbury Crossing,MA
10000421,,46,Female,,1962,Nursing,,,,Arnp,,,Newberry,FL
10051146,,53,Female,,1987,Finance,Management,,,Aromatherapist,,,Boston,MA
451205,,40,Female,White,2005,Art,,Arts Administration,,Art Advisor,,Arts/Entertainment/Recreation,Brooklyn,NY
197209,,46,Female,White,1996,Sociology,,,,Art Buyer,,,Hugo,MN
792491,,34,Female,White,2007,Art,,,,"Art Critic, Conversationalist, and Founder",,Communications/Media,Amherst,NH
10054126,,62,Female,,1985,Arts Administration,,,,Art Dealer & Curator,,,Hyannis,MA
562474,,36,Female,White,2005,English,,,,Art Department Chair,,,Boston,MA
10042634,,72,Female,,1969,Communications,,,,Art Director,,Advocacy/Civic Organizations,Charlottesville,VA
10015430,,47,Female,White,1967,Economics,Mathematics,,,Art Director,,,Phoenix,AZ
184679,,46,Female,White,1995,Art,Graphic Design,,,Art Director,,,Madison,NJ
639276,,35,Female,White,2006,Art,Communications,,,Art Director,,,Marshfield,MA
510213,,34,Female,Asian,2007,Graphic Design Communications,,,,Art Director,,,New York,NY
21311,,50,Female,White,1991,Graphic Design,,,,Art Director for 20/20,,,Chatham,NJ
10019735,,46,Female,,1964,Communications,,,,Art Instructor,,,Ipswich,MA
10000753,,79,Female,White,1961,Biology,,,,"Art Instructor: Water Color, Drawing",,Arts/Entertainment/Recreation,Marietta,GA
1444194,,29,Female,,2013,Communications,,,,Art Intern,,Communications/Media,Athol,MA
10052256,,54,Female,Latino/a or Hispanic,1986,Art,Graphic Design,,,Art Teacher,,Education - Primary/Secondary,Colchester,CT
10052128,,50,Female,White,1990,Art,Elementary Education,,,Art Teacher,,,Beacon Falls,CT
559553,,37,Female,White,2004,Art,,,,Art Therapist,,,Brooklyn,NY
